ID;Marca de veh¡culo;Modelo de veh¡culo;Tipo de veh¡culo;Marca CRM;Modelo CRM
195;CHRYSLER;ASPEN;Autom½vil;CHRYSLER;ASPEN
199;CHRYSLER;PACIFICA;Autom½vil;CHRYSLER;PACIFICA
222;DAIHATSU;DELTA;Autom½vil;DAIHATSU;DELTA
223;DAIHATSU;TERIOS;Autom½vil;DAIHATSU;TERIOS
227;DAIHATSU;SIRION;Autom½vil;DAIHATSU;SIRION
229;DAIHATSU;YRV;Autom½vil;DAIHATSU;YRV
230;DAIHATSU;STORIA;Autom½vil;DAIHATSU;STORIA
232;DAIHATSU;BOOM;Autom½vil;DAIHATSU;BOOM
233;DAIHATSU;MIRA;Autom½vil;DAIHATSU;MIRA
235;DAIHATSU;CHARADE;Autom½vil;DAIHATSU;CHARADE
239;DODGE;CHALLENGER;Autom½vil;DODGE;CHALLENGER
242;DODGE;DURANGO;Autom½vil;DODGE;DURANGO
245;DODGE;CHARGER;Autom½vil;DODGE;CHARGER
246;DODGE;CARAVAN;Autom½vil;DODGE;CARAVAN
247;DODGE;GRAND CARAVAN;Autom½vil;DODGE;GRAND CARAVAN
248;DODGE;JOURNEY;Autom½vil;DODGE;JOURNEY
251;DODGE;DAKOTA;Autom½vil;DODGE;DAKOTA
252;DODGE;CALIBER;Autom½vil;DODGE;CALIBER
253;DODGE;NITRO;Autom½vil;DODGE;NITRO
257;DODGE;DART;Autom½vil;DODGE;DART
258;DODGE;MAGNUM;Autom½vil;DODGE;MAGNUM
263;DODGE;NEON;Autom½vil;DODGE;NEON
266;DODGE;STRATUS;Autom½vil;DODGE;STRATUS
268;FIAT;500;Autom½vil;FIAT;500
273;FIAT;PALIO;Autom½vil;FIAT;PALIO
274;FIAT;DOBLO;Autom½vil;FIAT;DOBLO
276;FIAT;FIORINO;Autom½vil;FIAT;FIORINO
277;FIAT;CROMA;Autom½vil;FIAT;CROMA
290;FORD;F-150;Autom½vil;FORD;F-150
291;FORD;EXPEDITION;Autom½vil;FORD;EXPEDITION
292;FORD;MUSTANG;Autom½vil;FORD;MUSTANG
293;FORD;EXPLORER;Autom½vil;FORD;EXPLORER
294;FORD;EVEREST;Autom½vil;FORD;EVEREST
295;FORD;F-450;Autom½vil;FORD;F-450
296;FORD;F 350;Autom½vil;FORD;F 350
299;FORD;F 250;Autom½vil;FORD;F 250
301;FORD;EDGE;Autom½vil;FORD;EDGE
302;FORD;RANGER;Autom½vil;FORD;RANGER
303;FORD;TAURUS;Autom½vil;FORD;TAURUS
304;FORD;TRANSIT;Autom½vil;FORD;TRANSIT
307;FORD;ESCAPE;Autom½vil;FORD;ESCAPE
343;GMC;YUKON;Autom½vil;GMC;YUKON
344;GMC;ACADIA;Autom½vil;GMC;ACADIA
367;HONDA;CIVIC;Autom½vil;HONDA;CIVIC
368;HONDA;ODYSSEY;Autom½vil;HONDA;ODYSSEY
369;HONDA;ACCORD;Autom½vil;HONDA;ACCORD
370;HONDA;PILOT;Autom½vil;HONDA;PILOT
371;HONDA;CR-V;Autom½vil;HONDA;CR-V
372;HONDA;RIDGELINE;Autom½vil;HONDA;RIDGELINE
373;HONDA;CROSS-TOUR;Autom½vil;HONDA;CROSS-TOUR
374;HONDA;HR-V;Autom½vil;HONDA;HR-V
375;HONDA;CITY;Autom½vil;HONDA;CITY
376;HONDA;FIT;Autom½vil;HONDA;FIT
378;HONDA;LEGEND;Autom½vil;HONDA;LEGEND
384;HONDA;ELEMENT;Autom½vil;HONDA;ELEMENT
386;HONDA;LOGO;Autom½vil;HONDA;LOGO
391;HONDA;FIT ARIA;Autom½vil;HONDA;FIT ARIA
394;HONDA;STREAM;Autom½vil;HONDA;STREAM
398;HONDA;CAPA;Autom½vil;HONDA;CAPA
399;HONDA;ACTY;Autom½vil;HONDA;ACTY
413;HYUNDAI;COUNTY;Autom½vil;HYUNDAI;COUNTY
414;HYUNDAI;GENESIS;Autom½vil;HYUNDAI;GENESIS
416;HYUNDAI;SANTA FE;Autom½vil;HYUNDAI;SANTA FE
419;HYUNDAI;AZERA;Autom½vil;HYUNDAI;AZERA
422;HYUNDAI;H-1;Autom½vil;HYUNDAI;H-1
424;HYUNDAI;HD 65;Autom½vil;HYUNDAI;HD 65
426;HYUNDAI;VERACRUZ;Autom½vil;HYUNDAI;VERACRUZ
427;HYUNDAI;TQ;Autom½vil;HYUNDAI;TQ
428;HYUNDAI;TUCSON;Autom½vil;HYUNDAI;TUCSON
432;HYUNDAI;HD50;Autom½vil;HYUNDAI;HD50
433;HYUNDAI;SONATA Y20;Autom½vil;HYUNDAI;SONATA Y20
434;HYUNDAI;PORTER;Autom½vil;HYUNDAI;PORTER
435;HYUNDAI;ELANTRA;Autom½vil;HYUNDAI;ELANTRA
436;HYUNDAI;GRANDEUR;Autom½vil;HYUNDAI;GRANDEUR
437;HYUNDAI;H-100;Autom½vil;HYUNDAI;H-100
438;HYUNDAI;VELOSTER;Autom½vil;HYUNDAI;VELOSTER
440;HYUNDAI;CANTUS;Autom½vil;HYUNDAI;CANTUS
441;HYUNDAI;STAREX;Autom½vil;HYUNDAI;STAREX
444;HYUNDAI;ACCENT;Autom½vil;HYUNDAI;ACCENT
446;HYUNDAI;TERRACAN;Autom½vil;HYUNDAI;TERRACAN
447;HYUNDAI;AVANTE;Autom½vil;HYUNDAI;AVANTE
448;HYUNDAI;GRAND I 10;Autom½vil;HYUNDAI;GRAND I 10
449;HYUNDAI;I 10;Autom½vil;HYUNDAI;I 10
450;HYUNDAI;I30;Autom½vil;HYUNDAI;I30
452;HYUNDAI;MATRIX;Autom½vil;HYUNDAI;MATRIX
456;HYUNDAI;ENTOURAGE;Autom½vil;HYUNDAI;ENTOURAGE
457;HYUNDAI;GALLOPER;Autom½vil;HYUNDAI;GALLOPER
472;INFINITI;FX 35;Autom½vil;INFINITI;FX 35
473;INFINITI;QX 56;Autom½vil;INFINITI;QX 56
477;INFINITI;G-37;Autom½vil;INFINITI;G-37
478;INFINITI;EX-35;Autom½vil;INFINITI;EX-35
485;INFINITI;FX-50;Autom½vil;INFINITI;FX-50
486;INFINITI;G  35;Autom½vil;INFINITI;G  35
488;INFINITI;FX45;Autom½vil;INFINITI;FX45
490;INFINITI;G 35X;Autom½vil;INFINITI;G 35X
493;INFINITI;QX4;Autom½vil;INFINITI;QX4
497;ISUZU;NPR;Autom½vil;ISUZU;NPR
499;ISUZU;NQR;Autom½vil;ISUZU;NQR
500;ISUZU;D-MAX;Autom½vil;ISUZU;D-MAX
530;ISUZU;KB;Autom½vil;ISUZU;KB
531;ISUZU;AXIOM;Autom½vil;ISUZU;AXIOM
536;ISUZU;RODEO;Autom½vil;ISUZU;RODEO
541;ISUZU;I-280;Autom½vil;ISUZU;I-280
549;JAGUAR;XJ8;Autom½vil;JAGUAR;XJ8
552;JAGUAR;XKR;Autom½vil;JAGUAR;XKR
554;JAGUAR;XK8;Autom½vil;JAGUAR;XK8
555;JAGUAR;XF;Autom½vil;JAGUAR;XF
557;JAGUAR;S-TYPE;Autom½vil;JAGUAR;S-TYPE
558;JAGUAR;X-TYPE;Autom½vil;JAGUAR;X-TYPE
562;JEEP;GRAND CHEROKEE;Autom½vil;JEEP;GRAND CHEROKEE
563;JEEP;WRANGLER;Autom½vil;JEEP;WRANGLER
564;JEEP;CHEROKEE;Autom½vil;JEEP;CHEROKEE
566;JEEP;COMPASS;Autom½vil;JEEP;COMPASS
567;JEEP;LIBERTY;Autom½vil;JEEP;LIBERTY
568;JEEP;PATRIOT;Autom½vil;JEEP;PATRIOT
571;JEEP;COMMANDER;Autom½vil;JEEP;COMMANDER
574;kia;CARNIVAL;Autom½vil;KIA;CARNIVAL
575;kia;SEDONA;Autom½vil;KIA;SEDONA
577;kia;SORENTO;Autom½vil;KIA;SORENTO
578;kia;SPORTAGE;Autom½vil;KIA;SPORTAGE
579;kia;PREGIO;Autom½vil;KIA;PREGIO
580;kia;CADENZA;Autom½vil;KIA;CADENZA
581;kia;K2700;Autom½vil;KIA;K2700
582;kia;SOUL;Autom½vil;KIA;SOUL
583;kia;CERATO;Autom½vil;KIA;CERATO
584;kia;SPECTRA;Autom½vil;KIA;SPECTRA
585;kia;LOTZE;Autom½vil;KIA;LOTZE
586;kia;K-7 AMERICANO;Autom½vil;KIA;K-7 AMERICANO
587;kia;RIO;Autom½vil;KIA;RIO
589;kia;OPTIMA;Autom½vil;KIA;OPTIMA
590;kia;K5;Autom½vil;KIA;K5
591;kia;FORTE;Autom½vil;KIA;FORTE
592;kia;CARENS;Autom½vil;KIA;CARENS
593;kia;PICANTO;Autom½vil;KIA;PICANTO
594;kia;RONDO;Autom½vil;KIA;RONDO
595;kia;BONGO;Autom½vil;KIA;BONGO
597;kia;MORNING;Autom½vil;KIA;MORNING
613;LAND ROVER;RANGE ROVER;Autom½vil;LAND ROVER;RANGE ROVER
615;LAND ROVER;DISCOVERY;Autom½vil;LAND ROVER;DISCOVERY
624;LEXUS;LX 570;Autom½vil;LEXUS;LX 570
627;LEXUS;RX 350;Autom½vil;LEXUS;RX 350
636;LEXUS;IS 350;Autom½vil;LEXUS;IS 350
643;LEXUS;IS F;Autom½vil;LEXUS;IS F
646;LEXUS;IS 250;Autom½vil;LEXUS;IS 250
659;LINCOLN;NAVIGATOR;Autom½vil;LINCOLN;NAVIGATOR
660;LINCOLN;TOWN CAR;Autom½vil;LINCOLN;TOWN CAR
666;LINCOLN;AVIATOR;Autom½vil;LINCOLN;AVIATOR
669;MAZDA;DEMIO;Autom½vil;MAZDA;DEMIO
670;MAZDA;CX-9;Autom½vil;MAZDA;CX-9
671;MAZDA;6;Autom½vil;MAZDA;6
672;MAZDA;CX -5;Autom½vil;MAZDA;CX -5
673;MAZDA;BT-50;Autom½vil;MAZDA;BT-50
674;MAZDA;CX-7;Autom½vil;MAZDA;CX-7
675;MAZDA;CX-3;Autom½vil;MAZDA;CX-3
676;MAZDA;3;Autom½vil;MAZDA;3
678;MAZDA;5;Autom½vil;MAZDA;5
679;MAZDA;RX8;Autom½vil;MAZDA;RX8
680;MAZDA;626;Autom½vil;MAZDA;626
682;MAZDA;2;Autom½vil;MAZDA;2
685;MAZDA;RX-7;Autom½vil;MAZDA;RX-7
687;MAZDA;TRIBUTE;Autom½vil;MAZDA;TRIBUTE
689;MAZDA;B2900;Autom½vil;MAZDA;B2900
694;MAZDA;BONGO;Autom½vil;MAZDA;BONGO
695;MAZDA;VERISA;Autom½vil;MAZDA;VERISA
696;MAZDA;323;Autom½vil;MAZDA;323
697;MAZDA;AXELA;Autom½vil;MAZDA;AXELA
700;MAZDA;PROTEGE;Autom½vil;MAZDA;PROTEGE
701;MAZDA;MILLENIUS;Autom½vil;MAZDA;MILLENIUS
706;MAZDA;FAMILIA;Autom½vil;MAZDA;FAMILIA
715;MERCEDES BENZ;ML350;Autom½vil;MERCEDES BENZ;ML350
741;MERCEDES BENZ;E63 AMG;Autom½vil;MERCEDES BENZ;E63 AMG
752;MERCEDES BENZ;E-300;Autom½vil;MERCEDES BENZ;E-300
754;MERCEDES BENZ;C-300;Autom½vil;MERCEDES BENZ;C-300
756;MERCEDES BENZ;SPRINTER;Autom½vil;MERCEDES BENZ;SPRINTER
773;MERCEDES BENZ;ML-300;Autom½vil;MERCEDES BENZ;ML-300
790;MERCEDES BENZ;C250;Autom½vil;MERCEDES BENZ;C250
800;MERCEDES BENZ;O500;Autom½vil;MERCEDES BENZ;O500
813;MERCEDES BENZ;C-180;Autom½vil;MERCEDES BENZ;C-180
816;MERCEDES BENZ;CLASE S;Autom½vil;MERCEDES BENZ;CLASE S
860;MERCEDES BENZ;CLASE CLK;Autom½vil;MERCEDES BENZ;CLASE CLK
862;MERCEDES BENZ;CLASE CL;Autom½vil;MERCEDES BENZ;CLASE CL
886;MERCEDES BENZ;CLASE C;Autom½vil;MERCEDES BENZ;CLASE C
889;MERCEDES BENZ;SMART;Autom½vil;MERCEDES BENZ;SMART
898;MINI;COOPER;Autom½vil;MINI;COOPER
901;MITSUBISHI;ROSA;Autom½vil;MITSUBISHI;ROSA
902;MITSUBISHI;FUSO;Autom½vil;MITSUBISHI;FUSO
907;MITSUBISHI;MONTERO;Autom½vil;MITSUBISHI;MONTERO
908;MITSUBISHI;PAJERO;Autom½vil;MITSUBISHI;PAJERO
909;MITSUBISHI;L200;Autom½vil;MITSUBISHI;L200
911;MITSUBISHI;NATIVA;Autom½vil;MITSUBISHI;NATIVA
912;MITSUBISHI;CANTER;Autom½vil;MITSUBISHI;CANTER
914;MITSUBISHI;OUTLANDER;Autom½vil;MITSUBISHI;OUTLANDER
920;MITSUBISHI;ASX;Autom½vil;MITSUBISHI;ASX
921;MITSUBISHI;GALANT;Autom½vil;MITSUBISHI;GALANT
922;MITSUBISHI;LANCER EVOLUTION;Autom½vil;MITSUBISHI;LANCER EVOLUTION
924;MITSUBISHI;MONTERO SPORT;Autom½vil;MITSUBISHI;MONTERO SPORT
925;MITSUBISHI;L 300;Autom½vil;MITSUBISHI;L 300
926;MITSUBISHI;ZINGER;Autom½vil;MITSUBISHI;ZINGER
927;MITSUBISHI;MIRAGE;Autom½vil;MITSUBISHI;MIRAGE
931;MITSUBISHI;LANCER;Autom½vil;MITSUBISHI;LANCER
932;MITSUBISHI;ENDEAVOR;Autom½vil;MITSUBISHI;ENDEAVOR
933;MITSUBISHI;GRANDIS;Autom½vil;MITSUBISHI;GRANDIS
934;MITSUBISHI;RAIDER;Autom½vil;MITSUBISHI;RAIDER
935;MITSUBISHI;ECLIPSE;Autom½vil;MITSUBISHI;ECLIPSE
936;MITSUBISHI;CHALLENGER;Autom½vil;MITSUBISHI;CHALLENGER
938;MITSUBISHI;CHARIOT;Autom½vil;MITSUBISHI;CHARIOT
942;MITSUBISHI;COLT;Autom½vil;MITSUBISHI;COLT
950;MITSUBISHI;SEDIA;Autom½vil;MITSUBISHI;SEDIA
952;NISSAN;PATROL;Autom½vil;NISSAN;PATROL
953;NISSAN;GT-R;Autom½vil;NISSAN;GT-R
955;NISSAN;TITAN;Autom½vil;NISSAN;TITAN
959;NISSAN;ARMADA;Autom½vil;NISSAN;ARMADA
960;NISSAN;SKYLINE;Autom½vil;NISSAN;SKYLINE
961;NISSAN;MURANO;Autom½vil;NISSAN;MURANO
963;NISSAN;FRONTIER;Autom½vil;NISSAN;FRONTIER
967;NISSAN;MAXIMA;Autom½vil;NISSAN;MAXIMA
968;NISSAN;PATHFINDER;Autom½vil;NISSAN;PATHFINDER
969;NISSAN;NAVARA;Autom½vil;NISSAN;NAVARA
970;NISSAN;URVAN;Autom½vil;NISSAN;URVAN
971;NISSAN;370 Z;Autom½vil;NISSAN;370 Z
972;NISSAN;X-TRAIL;Autom½vil;NISSAN;X-TRAIL
974;NISSAN;ALTIMA;Autom½vil;NISSAN;ALTIMA
975;NISSAN;XTERRA;Autom½vil;NISSAN;XTERRA
976;NISSAN;ROGUE;Autom½vil;NISSAN;ROGUE
977;NISSAN;350 Z;Autom½vil;NISSAN;350 Z
978;NISSAN;D 22;Autom½vil;NISSAN;D 22
979;NISSAN;SENTRA;Autom½vil;NISSAN;SENTRA
980;NISSAN;QASHQAI;Autom½vil;NISSAN;QASHQAI
981;NISSAN;KICKS;Autom½vil;NISSAN;KICKS
983;NISSAN;JUKE;Autom½vil;NISSAN;JUKE
987;NISSAN;QUEST;Autom½vil;NISSAN;QUEST
989;NISSAN;VERSA;Autom½vil;NISSAN;VERSA
990;NISSAN;CABSTAR;Autom½vil;NISSAN;CABSTAR
991;NISSAN;D 21;Autom½vil;NISSAN;D 21
993;NISSAN;NOTE;Autom½vil;NISSAN;NOTE
995;NISSAN;TEANA;Autom½vil;NISSAN;TEANA
998;NISSAN;MARCH;Autom½vil;NISSAN;MARCH
1002;NISSAN;PRIMERA;Autom½vil;NISSAN;PRIMERA
1006;NISSAN;TIIDA;Autom½vil;NISSAN;TIIDA
1011;NISSAN;ALMERA;Autom½vil;NISSAN;ALMERA
1014;NISSAN;AD-WAGON;Autom½vil;NISSAN;AD-WAGON
1015;NISSAN;CUBE;Autom½vil;NISSAN;CUBE
1019;NISSAN;PLATINA;Autom½vil;NISSAN;PLATINA
1021;NISSAN;LATIO;Autom½vil;NISSAN;LATIO
1023;NISSAN;MISTRAL;Autom½vil;NISSAN;MISTRAL
1025;NISSAN;WINGROAD;Autom½vil;NISSAN;WINGROAD
1042;PEUGEOT;PARTNER;Autom½vil;PEUGEOT;PARTNER
1048;PEUGEOT;407;Autom½vil;PEUGEOT;407
1049;PEUGEOT;607;Autom½vil;PEUGEOT;607
1050;PEUGEOT;307;Autom½vil;PEUGEOT;307
1062;PEUGEOT;405;Autom½vil;PEUGEOT;405
1064;PORSCHE;PANAMERA;Autom½vil;PORSCHE;PANAMERA
1065;PORSCHE;CARRERA;Autom½vil;PORSCHE;CARRERA
1066;PORSCHE;CAYMAN;Autom½vil;PORSCHE;CAYMAN
1067;PORSCHE;CAYENNE;Autom½vil;PORSCHE;CAYENNE
1068;PORSCHE;BOXSTER;Autom½vil;PORSCHE;BOXSTER
1070;PORSCHE;911;Autom½vil;PORSCHE;911
1075;RENAULT;KOLEO;Autom½vil;RENAULT;KOLEO
1076;RENAULT;M?GANE;Autom½vil;RENAULT;M?GANE
1081;RENAULT;KANGOO;Autom½vil;RENAULT;KANGOO
1087;RENAULT;LOGAN;Autom½vil;RENAULT;LOGAN
1090;RENAULT;SCENIC;Autom½vil;RENAULT;SCENIC
1092;RENAULT;CLIO;Autom½vil;RENAULT;CLIO
1098;SUBARU;FORESTER;Autom½vil;SUBARU;FORESTER
1099;SUBARU;OUTBACK;Autom½vil;SUBARU;OUTBACK
1100;SUBARU;LEGACY;Autom½vil;SUBARU;LEGACY
1102;SUBARU;TRIBECA;Autom½vil;SUBARU;TRIBECA
1103;SUBARU;XV;Autom½vil;SUBARU;XV
1104;SUBARU;IMPREZA;Autom½vil;SUBARU;IMPREZA
1107;SUBARU;SAMBAR;Autom½vil;SUBARU;SAMBAR
1112;SUZUKI;APV;Autom½vil;SUZUKI;APV
1115;SUZUKI;EQUATOR;Autom½vil;SUZUKI;EQUATOR
1116;SUZUKI;SWIFT;Autom½vil;SUZUKI;SWIFT
1117;SUZUKI;SX 4;Autom½vil;SUZUKI;SX 4
1118;SUZUKI;JIMNY;Autom½vil;SUZUKI;JIMNY
1119;SUZUKI;CIAZ;Autom½vil;SUZUKI;CIAZ
1121;SUZUKI;AERIO;Autom½vil;SUZUKI;AERIO
1123;SUZUKI;CELERIO;Autom½vil;SUZUKI;CELERIO
1125;SUZUKI;XL7;Autom½vil;SUZUKI;XL7
1128;SUZUKI;ESCUDO;Autom½vil;SUZUKI;ESCUDO
1129;SUZUKI;SPLASH;Autom½vil;SUZUKI;SPLASH
1131;SUZUKI;SAMURAI;Autom½vil;SUZUKI;SAMURAI
1133;SUZUKI;EVERY;Autom½vil;SUZUKI;EVERY
1134;SUZUKI;FORENZA;Autom½vil;SUZUKI;FORENZA
1136;SUZUKI;SIDEKICK;Autom½vil;SUZUKI;SIDEKICK
1138;SUZUKI;ALTO;Autom½vil;SUZUKI;ALTO
1139;SUZUKI;RENO;Autom½vil;SUZUKI;RENO
1146;TOYOTA;LAND CRUISER;Autom½vil;TOYOTA;LAND CRUISER
1147;TOYOTA;SEQUOIA;Autom½vil;TOYOTA;SEQUOIA
1150;TOYOTA;LAND CRUISER PRADO;Autom½vil;TOYOTA;LAND CRUISER PRADO
1151;TOYOTA;SIENNA;Autom½vil;TOYOTA;SIENNA
1153;TOYOTA;4 RUNNER;Autom½vil;TOYOTA;4 RUNNER
1154;TOYOTA;TACOMA;Autom½vil;TOYOTA;TACOMA
1155;TOYOTA;HIGHLANDER;Autom½vil;TOYOTA;HIGHLANDER
1156;TOYOTA;HIACE;Autom½vil;TOYOTA;HIACE
1157;TOYOTA;FORTUNER;Autom½vil;TOYOTA;FORTUNER
1158;TOYOTA;HILUX;Autom½vil;TOYOTA;HILUX
1159;TOYOTA;CAMRY;Autom½vil;TOYOTA;CAMRY
1160;TOYOTA;ALTEZZA;Autom½vil;TOYOTA;ALTEZZA
1161;TOYOTA;RAV4;Autom½vil;TOYOTA;RAV4
1164;TOYOTA;FJ CRUISER;Autom½vil;TOYOTA;FJ CRUISER
1167;TOYOTA;VENZA;Autom½vil;TOYOTA;VENZA
1169;TOYOTA;COROLLA;Autom½vil;TOYOTA;COROLLA
1170;TOYOTA;PREVIA;Autom½vil;TOYOTA;PREVIA
1173;TOYOTA;YARIS;Autom½vil;TOYOTA;YARIS
1174;TOYOTA;MATRIX;Autom½vil;TOYOTA;MATRIX
1175;TOYOTA;PRIUS;Autom½vil;TOYOTA;PRIUS
1176;TOYOTA;AVENSIS;Autom½vil;TOYOTA;AVENSIS
1177;TOYOTA;CELICA;Autom½vil;TOYOTA;CELICA
1178;TOYOTA;VITZ JAPONES;Autom½vil;TOYOTA;VITZ JAPONES
1188;TOYOTA;SCION;Autom½vil;TOYOTA;SCION
1190;TOYOTA;BELTA;Autom½vil;TOYOTA;BELTA
1194;TOYOTA;PROBOX;Autom½vil;TOYOTA;PROBOX
1198;TOYOTA;STARLET;Autom½vil;TOYOTA;STARLET
1202;TOYOTA;PICK-UP;Autom½vil;TOYOTA;PICK-UP
1204;TOYOTA;CORONA;Autom½vil;TOYOTA;CORONA
1207;TOYOTA;PLATZ;Autom½vil;TOYOTA;PLATZ
1209;TOYOTA;DUET;Autom½vil;TOYOTA;DUET
1227;VOLKSWAGEN;TOUAREG;Autom½vil;VOLKSWAGEN;TOUAREG
1229;VOLKSWAGEN;AMAROK;Autom½vil;VOLKSWAGEN;AMAROK
1234;VOLKSWAGEN;GTI;Autom½vil;VOLKSWAGEN;GTI
1236;VOLKSWAGEN;GOLF;Autom½vil;VOLKSWAGEN;GOLF
1237;VOLKSWAGEN;PASSAT;Autom½vil;VOLKSWAGEN;PASSAT
1238;VOLKSWAGEN;TRANSPORTER;Autom½vil;VOLKSWAGEN;TRANSPORTER
1239;VOLKSWAGEN;TIGUAN;Autom½vil;VOLKSWAGEN;TIGUAN
1240;VOLKSWAGEN;CC;Autom½vil;VOLKSWAGEN;CC
1242;VOLKSWAGEN;BEETLE;Autom½vil;VOLKSWAGEN;BEETLE
1243;VOLKSWAGEN;JETTA;Autom½vil;VOLKSWAGEN;JETTA
1244;VOLKSWAGEN;BORA;Autom½vil;VOLKSWAGEN;BORA
1246;VOLKSWAGEN;CROSSFOX;Autom½vil;VOLKSWAGEN;CROSSFOX
1247;VOLKSWAGEN;EOS;Autom½vil;VOLKSWAGEN;EOS
1250;VOLKSWAGEN;FOX;Autom½vil;VOLKSWAGEN;FOX
1252;VOLKSWAGEN;GOL;Autom½vil;VOLKSWAGEN;GOL
1254;VOLKSWAGEN;POLO;Autom½vil;VOLKSWAGEN;POLO
1256;VOLKSWAGEN;ROUTAN;Autom½vil;VOLKSWAGEN;ROUTAN
1260;VOLKSWAGEN;ESCARABAJO;Autom½vil;VOLKSWAGEN;ESCARABAJO
1263;VOLKSWAGEN;SAVEIRO;Autom½vil;VOLKSWAGEN;SAVEIRO
1264;VOLKSWAGEN;RABBIT;Autom½vil;VOLKSWAGEN;RABBIT
1265;VOLKSWAGEN;CABRIO;Autom½vil;VOLKSWAGEN;CABRIO
1268;VOLVO;XC90;Autom½vil;VOLVO;XC90
1273;VOLVO;XC 60;Autom½vil;VOLVO;XC 60
1277;VOLVO;S 60;Autom½vil;VOLVO;S 60
1278;VOLVO;S 80;Autom½vil;VOLVO;S 80
1279;VOLVO;V 40;Autom½vil;VOLVO;V 40
1286;VOLVO;C 30;Autom½vil;VOLVO;C 30
1287;VOLVO;S 40;Autom½vil;VOLVO;S 40
1482;JEEP;RUBICON;Autom½vil;JEEP;RUBICON
1483;JEEP;SAHARA;Autom½vil;JEEP;SAHARA
1484;JEEP;WILLYS;Autom½vil;JEEP;WILLYS
1485;kia;SOUL EV - ELECTRICO;Autom½vil;KIA;SOUL EV - ELECTRICO
1486;kia;K-7 COREANO;Autom½vil;KIA;K-7 COREANO
1487;kia;RIO HACHBACK;Autom½vil;KIA;RIO HACHBACK
1488;kia;MORNING COREANO;Autom½vil;KIA;MORNING COREANO
1489;kia;BONGO III;Autom½vil;KIA;BONGO III
1490;LEXUS;ES;Autom½vil;LEXUS;ES
1491;LEXUS;GS;Autom½vil;LEXUS;GS
1492;LEXUS;GX;Autom½vil;LEXUS;GX
1493;LEXUS;IS;Autom½vil;LEXUS;IS
1494;LEXUS;LS;Autom½vil;LEXUS;LS
1495;LEXUS;LS-350;Autom½vil;LEXUS;LS-350
